name,float_min,float_max,source
AK-47 | Elite Build,0.0,1.0,csgo_api_github
AK-47 | Phantom Disruptor,0.0,0.65,csgo_api_github
Glock-18 | Bullet Queen,0.0,1.0,csgo_api_github
M4A1-S | Player Two,0.0,0.84,csgo_api_github
★ Talon Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Talon Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Talon Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Talon Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Talon Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Talon Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Talon Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Talon Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Talon Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Talon Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Talon Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Talon Knife | Ultraviolet,0.06,0.8,csgo_api_github
★ Navaja Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Navaja Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Navaja Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Navaja Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Navaja Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Navaja Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Navaja Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Navaja Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Navaja Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Navaja Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Navaja Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Navaja Knife | Ultraviolet,0.06,0.8,csgo_api_github
★ Stiletto Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Stiletto Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Stiletto Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Stiletto Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Stiletto Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Stiletto Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Stiletto Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Stiletto Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Stiletto Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Stiletto Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Stiletto Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Stiletto Knife | Ultraviolet,0.06,0.8,csgo_api_github
★ Ursus Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Ursus Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Ursus Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Ursus Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Ursus Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Ursus Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Ursus Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Ursus Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Ursus Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Ursus Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Ursus Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Ursus Knife | Ultraviolet,0.06,0.8,csgo_api_github
FAMAS | Crypsis,0.0,0.55,csgo_api_github
AK-47 | Uncharted,0.0,0.75,csgo_api_github
MAC-10 | Whitefish,0.0,1.0,csgo_api_github
Galil AR | Akoben,0.0,0.75,csgo_api_github
MP7 | Mischief,0.1,1.0,csgo_api_github
P250 | Verdigris,0.0,0.7,csgo_api_github
P90 | Off World,0.0,0.75,csgo_api_github
AWP | Atheris,0.0,1.0,csgo_api_github
Tec-9 | Bamboozle,0.0,0.8,csgo_api_github
Desert Eagle | Light Rail,0.0,0.9,csgo_api_github
MP5-SD | Gauss,0.0,1.0,csgo_api_github
UMP-45 | Moonrise,0.0,0.4,csgo_api_github
R8 Revolver | Skull Crusher,0.25,0.8,csgo_api_github
AUG | Momentum,0.05,1.0,csgo_api_github
XM1014 | Incinegator,0.14,0.65,csgo_api_github
Five-SeveN | Angry Mob,0.0,0.7,csgo_api_github
M4A4 | The Emperor,0.0,0.8,csgo_api_github
FAMAS | Meow 36,0.0,1.0,csgo_api_github
Galil AR | Destroyer,0.0,0.7,csgo_api_github
M4A4 | Poly Mag,0.0,1.0,csgo_api_github
MAC-10 | Monkeyflage,0.0,1.0,csgo_api_github
Negev | Drop Me,0.0,1.0,csgo_api_github
UMP-45 | Roadblock,0.0,1.0,csgo_api_github
Glock-18 | Winterized,0.0,1.0,csgo_api_github
R8 Revolver | Crazy 8,0.0,1.0,csgo_api_github
M249 | Downtown,0.0,0.65,csgo_api_github
SG 553 | Dragon Tech,0.0,0.7,csgo_api_github
P90 | Vent Rush,0.0,0.7,csgo_api_github
Dual Berettas | Flora Carnivora,0.0,1.0,csgo_api_github
AK-47 | Ice Coaled,0.0,0.77,csgo_api_github
P250 | Visions,0.0,0.7,csgo_api_github
Sawed-Off | Kiss♥Love,0.0,1.0,csgo_api_github
USP-S | Printstream,0.0,0.85,csgo_api_github
AWP | Chromatic Aberration,0.0,0.7,csgo_api_github
MP9 | Featherweight,0.0,1.0,csgo_api_github
MAG-7 | Insomnia,0.0,1.0,csgo_api_github
SCAR-20 | Fragments,0.0,0.78,csgo_api_github
P250 | Re.built,0.0,0.9,csgo_api_github
MP5-SD | Liquidation,0.0,1.0,csgo_api_github
SG 553 | Cyberforce,0.0,0.9,csgo_api_github
Tec-9 | Rebel,0.0,1.0,csgo_api_github
M4A1-S | Emphorosaur-S,0.0,0.8,csgo_api_github
Glock-18 | Umbral Rabbit,0.0,0.75,csgo_api_github
MAC-10 | Sakkaku,0.21,0.79,csgo_api_github
R8 Revolver | Banana Cannon,0.0,1.0,csgo_api_github
P90 | Neoqueen,0.0,0.6,csgo_api_github
AWP | Duality,0.0,0.8,csgo_api_github
UMP-45 | Wild Child,0.0,1.0,csgo_api_github
P2000 | Wicked Sick,0.0,1.0,csgo_api_github
AK-47 | Head Shot,0.0,1.0,csgo_api_github
M4A4 | Temukau,0.0,0.8,csgo_api_github
R8 Revolver | Crimson Web,0.06,0.8,csgo_api_github
AUG | Ricochet,0.0,0.8,csgo_api_github
Desert Eagle | Corinthian,0.0,0.44,csgo_api_github
P2000 | Imperial,0.0,0.2,csgo_api_github
Sawed-Off | Yorick,0.0,1.0,csgo_api_github
SCAR-20 | Outbreak,0.0,0.5,csgo_api_github
PP-Bizon | Fuel Rod,0.0,1.0,csgo_api_github
Five-SeveN | Retrobution,0.0,1.0,csgo_api_github
Negev | Power Loader,0.0,1.0,csgo_api_github
SG 553 | Tiger Moth,0.0,1.0,csgo_api_github
Tec-9 | Avalanche,0.0,1.0,csgo_api_github
XM1014 | Teclu Burner,0.0,0.65,csgo_api_github
AK-47 | Point Disarray,0.0,0.67,csgo_api_github
G3SG1 | The Executioner,0.14,0.85,csgo_api_github
P90 | Shapewood,0.0,1.0,csgo_api_github
M4A4 | Royal Paladin,0.0,0.8,csgo_api_github
R8 Revolver | Fade,0.0,0.4,csgo_api_github
Dual Berettas | Dualing Dragons,0.0,1.0,csgo_api_github
FAMAS | Survivor Z,0.0,0.6,csgo_api_github
Glock-18 | Wraiths,0.0,0.8,csgo_api_github
MAC-10 | Rangeen,0.0,0.5,csgo_api_github
MAG-7 | Cobalt Core,0.0,0.5,csgo_api_github
SCAR-20 | Green Marine,0.0,0.8,csgo_api_github
XM1014 | Scumbria,0.0,1.0,csgo_api_github
Galil AR | Stone Cold,0.0,0.9,csgo_api_github
M249 | Nebula Crusader,0.0,1.0,csgo_api_github
MP7 | Special Delivery,0.0,0.62,csgo_api_github
P250 | Wingshot,0.0,0.9,csgo_api_github
AK-47 | Frontside Misty,0.02,0.87,csgo_api_github
G3SG1 | Flux,0.0,0.9,csgo_api_github
SSG 08 | Big Iron,0.0,0.64,csgo_api_github
M4A1-S | Golden Coil,0.0,1.0,csgo_api_github
USP-S | Kill Confirmed,0.0,1.0,csgo_api_github
★ Shadow Daggers,,,csgo_api_github
★ Shadow Daggers | Blue Steel,0.0,1.0,csgo_api_github
★ Shadow Daggers | Boreal Forest,0.06,0.8,csgo_api_github
★ Shadow Daggers | Case Hardened,0.0,1.0,csgo_api_github
★ Shadow Daggers | Crimson Web,0.06,0.8,csgo_api_github
★ Shadow Daggers | Fade,0.0,0.08,csgo_api_github
★ Shadow Daggers | Forest DDPAT,0.06,0.8,csgo_api_github
★ Shadow Daggers | Night,0.06,0.8,csgo_api_github
★ Shadow Daggers | Safari Mesh,0.06,0.8,csgo_api_github
★ Shadow Daggers | Scorched,0.06,0.8,csgo_api_github
★ Shadow Daggers | Slaughter,0.01,0.26,csgo_api_github
★ Shadow Daggers | Stained,0.0,1.0,csgo_api_github
★ Shadow Daggers | Urban Masked,0.06,0.8,csgo_api_github
G3SG1 | Black Sand,0.0,0.8,csgo_api_github
SCAR-20 | Torn,0.0,0.45,csgo_api_github
Nova | Plume,0.0,0.8,csgo_api_github
M249 | Warbird,0.05,0.65,csgo_api_github
R8 Revolver | Memento,0.0,0.8,csgo_api_github
MP5-SD | Acid Wash,0.0,0.68,csgo_api_github
Dual Berettas | Balance,0.0,1.0,csgo_api_github
PP-Bizon | Embargo,0.0,1.0,csgo_api_github
MP7 | Neon Ply,0.0,1.0,csgo_api_github
P2000 | Obsidian,0.0,1.0,csgo_api_github
AUG | Arctic Wolf,0.0,0.7,csgo_api_github
AK-47 | Rat Rod,0.0,1.0,csgo_api_github
Tec-9 | Decimator,0.0,0.75,csgo_api_github
SSG 08 | Bloodshot,0.14,0.6,csgo_api_github
SG 553 | Colony IV,0.0,1.0,csgo_api_github
MAC-10 | Stalker,0.0,1.0,csgo_api_github
AWP | Containment Breach,0.0,1.0,csgo_api_github
Nova | Windblown,0.0,0.5,csgo_api_github
Glock-18 | Clear Polymer,0.0,1.0,csgo_api_github
CZ75-Auto | Circaetus,0.0,0.9,csgo_api_github
M249 | O.S.I.P.R,0.0,0.7,manual_precise
UMP-45 | Oscillator,0.0,0.5,csgo_api_github
SG 553 | Heavy Metal,0.0,1.0,csgo_api_github
P250 | Cyber Shell,0.0,0.85,csgo_api_github
MAC-10 | Button Masher,0.0,1.0,csgo_api_github
Negev | dev_texture,0.0,0.65,csgo_api_github
Desert Eagle | Trigger Discipline,0.0,0.97,csgo_api_github
AK-47 | Slate,0.0,1.0,csgo_api_github
Galil AR | Chromatic Aberration,0.0,1.0,csgo_api_github
MP9 | Food Chain,0.0,1.0,csgo_api_github
XM1014 | XOXO,0.0,0.9,csgo_api_github
USP-S | The Traitor,0.0,1.0,csgo_api_github
M4A4 | In Living Color,0.0,0.79,csgo_api_github
Sawed-Off | Morris,0.0,1.0,csgo_api_github
AUG | Triqua,0.0,1.0,csgo_api_github
Tec-9 | Cracked Opal,0.0,1.0,csgo_api_github
MAC-10 | Oceanic,0.0,0.6,csgo_api_github
Glock-18 | Off World,0.0,1.0,csgo_api_github
G3SG1 | Hunter,0.0,1.0,csgo_api_github
SCAR-20 | Jungle Slipstream,0.0,0.5,csgo_api_github
XM1014 | Ziggy,0.0,0.72,csgo_api_github
SG 553 | Phantom,0.0,0.6,csgo_api_github
UMP-45 | Exposure,0.0,0.55,csgo_api_github
MP9 | Goo,0.0,0.6,csgo_api_github
CZ75-Auto | Tacticat,0.0,0.7,csgo_api_github
PP-Bizon | High Roller,0.0,1.0,csgo_api_github
R8 Revolver | Llama Cannon,0.03,0.7,csgo_api_github
M4A1-S | Leaded Glass,0.0,0.7,csgo_api_github
P250 | See Ya Later,0.0,0.7,csgo_api_github
AK-47 | The Empress,0.0,1.0,csgo_api_github
★ Butterfly Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Butterfly Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Butterfly Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Butterfly Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Butterfly Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Butterfly Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Butterfly Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Butterfly Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Butterfly Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Butterfly Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Butterfly Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Butterfly Knife | Ultraviolet,0.06,0.8,csgo_api_github
★ Huntsman Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Huntsman Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Huntsman Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Huntsman Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Huntsman Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Huntsman Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Huntsman Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Huntsman Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Huntsman Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Huntsman Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Huntsman Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Huntsman Knife | Ultraviolet,0.06,0.8,csgo_api_github
★ Falchion Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Falchion Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Falchion Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Falchion Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Falchion Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Falchion Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Falchion Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Falchion Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Falchion Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Falchion Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Falchion Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Falchion Knife | Ultraviolet,0.06,0.8,csgo_api_github
★ Shadow Daggers | Doppler (Phase 1),0.06,0.8,default_estimate
★ Shadow Daggers | Doppler (Phase 2),0.06,0.8,default_estimate
★ Shadow Daggers | Doppler (Phase 3),0.06,0.8,default_estimate
★ Shadow Daggers | Doppler (Phase 4),0.06,0.8,default_estimate
★ Shadow Daggers | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Shadow Daggers | Doppler (Ruby),0.06,0.8,default_estimate
★ Shadow Daggers | Doppler (Sapphire),0.06,0.8,default_estimate
★ Shadow Daggers | Damascus Steel,0.0,0.5,csgo_api_github
★ Shadow Daggers | Marble Fade,0.0,0.08,csgo_api_github
★ Shadow Daggers | Tiger Tooth,0.0,0.08,csgo_api_github
★ Shadow Daggers | Rust Coat,0.4,1.0,csgo_api_github
★ Shadow Daggers | Ultraviolet,0.06,0.8,csgo_api_github
★ Bowie Knife | Doppler (Phase 1),0.06,0.8,default_estimate
★ Bowie Knife | Doppler (Phase 2),0.06,0.8,default_estimate
★ Bowie Knife | Doppler (Phase 3),0.06,0.8,default_estimate
★ Bowie Knife | Doppler (Phase 4),0.06,0.8,default_estimate
★ Bowie Knife | Doppler (Black Pearl),0.06,0.8,default_estimate
★ Bowie Knife | Doppler (Ruby),0.06,0.8,default_estimate
★ Bowie Knife | Doppler (Sapphire),0.06,0.8,default_estimate
★ Bowie Knife | Damascus Steel,0.0,0.5,csgo_api_github
★ Bowie Knife | Marble Fade,0.0,0.08,csgo_api_github
★ Bowie Knife | Tiger Tooth,0.0,0.08,csgo_api_github
★ Bowie Knife | Rust Coat,0.4,1.0,csgo_api_github
★ Bowie Knife | Ultraviolet,0.06,0.8,csgo_api_github
PP-Bizon | Jungle Slipstream,0.0,0.5,csgo_api_github
SCAR-20 | Blueprint,0.0,0.75,csgo_api_github
Desert Eagle | Oxide Blaze,0.0,0.5,csgo_api_github
Five-SeveN | Capillary,0.0,0.7,csgo_api_github
MP7 | Akoben,0.0,0.7,csgo_api_github
P250 | Ripple,0.0,0.5,csgo_api_github
Sawed-Off | Zander,0.05,1.0,csgo_api_github
Galil AR | Crimson Tsunami,0.0,0.55,csgo_api_github
M249 | Emerald Poison Dart,0.0,0.45,csgo_api_github
MAC-10 | Last Dive,0.0,0.52,csgo_api_github
UMP-45 | Scaffold,0.0,1.0,csgo_api_github
XM1014 | Seasons,0.0,0.5,csgo_api_github
AWP | Fever Dream,0.0,0.55,csgo_api_github
CZ75-Auto | Xiangliu,0.0,0.56,csgo_api_github
M4A1-S | Decimator,0.0,0.85,csgo_api_github
AK-47 | Bloodsport,0.0,0.45,csgo_api_github
USP-S | Neo-Noir,0.0,0.7,csgo_api_github
PP-Bizon | Cobalt Halftone,0.05,0.45,csgo_api_github
M249 | Magma,0.0,0.7,csgo_api_github
Five-SeveN | Kami,0.0,0.3,csgo_api_github
Galil AR | Sandstorm,0.1,0.6,csgo_api_github
Nova | Rising Skull,0.0,0.5,csgo_api_github
MP9 | Rose Iron,0.0,0.3,csgo_api_github
Dual Berettas | Marina,0.05,0.5,csgo_api_github
FAMAS | Pulse,0.0,0.4,csgo_api_github
AWP | Redline,0.1,0.4,csgo_api_github
P250 | Mehndi,0.0,1.0,csgo_api_github
M4A1-S | Guardian,0.0,0.5,csgo_api_github
Sawed-Off | The Kraken,0.0,0.4,csgo_api_github
M4A4 | Asiimov,0.18,1.0,csgo_api_github
