item_name_en,weapon,finish,rarity_en,case_name_en,marketHashName_used,platform,price,source,status
★ Butterfly Knife | Case Hardened,★ Butterfly Knife,Case Hardened,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Case Hardened (Minimal Wear),steam,11076.75,single,200
★ Butterfly Knife | Crimson Web,★ Butterfly Knife,Crimson Web,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Crimson Web (Factory New),BUFF,37999.0,single,200
★ Butterfly Knife | Fade,★ Butterfly Knife,Fade,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Fade (Minimal Wear),BUFF,20000.0,single,200
★ Butterfly Knife | Forest DDPAT,★ Butterfly Knife,Forest DDPAT,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Forest DDPAT (Minimal Wear),steam,6104.57,single,200
★ Butterfly Knife | Night,★ Butterfly Knife,Night,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Night (Factory New),BUFF,9499.5,single,200
★ Butterfly Knife | Safari Mesh,★ Butterfly Knife,Safari Mesh,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Safari Mesh (Minimal Wear),steam,5292.3,single,200
★ Butterfly Knife | Scorched,★ Butterfly Knife,Scorched,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Scorched (Minimal Wear),steam,6408.1,single,200
★ Butterfly Knife | Slaughter,★ Butterfly Knife,Slaughter,Restricted,Operation Breakout Weapon Case,,steam,,current,
★ Butterfly Knife | Stained,★ Butterfly Knife,Stained,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Stained (Minimal Wear),steam,10092.24,single,200
★ Butterfly Knife | Urban Masked,★ Butterfly Knife,Urban Masked,Restricted,Operation Breakout Weapon Case,★ Butterfly Knife | Urban Masked (Minimal Wear),steam,7328.6,single,200
M4A1-S | Printstream,M4A1-S,Printstream,Restricted,Operation Broken Fang Case,M4A1-S | Printstream (Factory New),steam,7794.69,single,200
Glock-18 | Neo Noir,Glock-18,Neo Noir,Restricted,Operation Broken Fang Case,,steam,,current,
M4A4 | Cyber Security,M4A4,Cyber Security,Gold,Operation Broken Fang Case,M4A4 | Cyber Security (Factory New),steam,2994.75,single,200
USP-S | Monster Mashup,USP-S,Monster Mashup,Gold,Operation Broken Fang Case,USP-S | Monster Mashup (Factory New),steam,1162.72,single,200
Five-SeveN | Fairy Tale,Five-SeveN,Fairy Tale,Gold,Operation Broken Fang Case,Five-SeveN | Fairy Tale (Factory New),steam,1174.83,single,200
AWP | Exoskeleton,AWP,Exoskeleton,Classified,Operation Broken Fang Case,AWP | Exoskeleton (Factory New),steam,285.44,single,200
UMP-45 | Gold Bismuth,UMP-45,Gold Bismuth,Classified,Operation Broken Fang Case,UMP-45 | Gold Bismuth (Factory New),steam,177.0,single,200
Dual Berettas | Dezastre,Dual Berettas,Dezastre,Classified,Operation Broken Fang Case,Dual Berettas | Dezastre (Factory New),steam,175.37,single,200
SSG 08 | Parallax,SSG 08,Parallax,Classified,Operation Broken Fang Case,SSG 08 | Parallax (Factory New),steam,173.16,single,200
Nova | Clear Polymer,Nova,Clear Polymer,Classified,Operation Broken Fang Case,Nova | Clear Polymer (Factory New),steam,169.81,single,200
MP5-SD | Condition Zero,MP5-SD,Condition Zero,Covert,Operation Broken Fang Case,MP5-SD | Condition Zero (Factory New),steam,28.76,single,200
M249 | Deep Relief,M249,Deep Relief,Covert,Operation Broken Fang Case,M249 | Deep Relief (Factory New),steam,27.19,single,200
P250 | Containment,P250,Containment,Covert,Operation Broken Fang Case,,steam,,current,
Galil AR | Vandal,Galil AR,Vandal,Covert,Operation Broken Fang Case,Galil AR | Vandal (Factory New),steam,28.76,single,200
G3SG1 | Digital Mesh,G3SG1,Digital Mesh,Covert,Operation Broken Fang Case,G3SG1 | Digital Mesh (Factory New),steam,27.05,single,200
P90 | Cocoa Rampage,P90,Cocoa Rampage,Covert,Operation Broken Fang Case,P90 | Cocoa Rampage (Factory New),steam,21.07,single,200
CZ75 Auto | Vendetta,CZ75 Auto,Vendetta,Covert,Operation Broken Fang Case,CZ75 Auto | Vendetta,steam,,current,-1
★ Broken Fang Gloves | Jade,★ Broken Fang Gloves,Jade,Restricted,Operation Broken Fang Case,★ Broken Fang Gloves | Jade,steam,,current,-1
★ Broken Fang Gloves | Yellow Banded,★ Broken Fang Gloves,Yellow Banded,Restricted,Operation Broken Fang Case,★ Broken Fang Gloves | Yellow Banded,steam,,current,-1
★ Broken Fang Gloves | Needle Point,★ Broken Fang Gloves,Needle Point,Restricted,Operation Broken Fang Case,★ Broken Fang Gloves | Needle Point,steam,,current,-1
★ Broken Fang Gloves | Unhinged,★ Broken Fang Gloves,Unhinged,Restricted,Operation Broken Fang Case,★ Broken Fang Gloves | Unhinged,steam,,current,-1
★ Driver Gloves | Snow Leopard,★ Driver Gloves,Snow Leopard,Restricted,Operation Broken Fang Case,★ Driver Gloves | Snow Leopard,steam,,current,-1
★ Driver Gloves | Black Tie,★ Driver Gloves,Black Tie,Restricted,Operation Broken Fang Case,★ Driver Gloves | Black Tie,steam,,current,-1
★ Driver Gloves | Rezan the Red,★ Driver Gloves,Rezan the Red,Restricted,Operation Broken Fang Case,★ Driver Gloves | Rezan the Red,steam,,current,-1
★ Driver Gloves | Queen Jaguar,★ Driver Gloves,Queen Jaguar,Restricted,Operation Broken Fang Case,★ Driver Gloves | Queen Jaguar,steam,,current,-1
★ Hand Wraps | CAUTION!,★ Hand Wraps,CAUTION!,Restricted,Operation Broken Fang Case,★ Hand Wraps | CAUTION!,steam,,current,-1
★ Hand Wraps | Constrictor,★ Hand Wraps,Constrictor,Restricted,Operation Broken Fang Case,★ Hand Wraps | Constrictor,steam,,current,-1
★ Hand Wraps | Giraffe,★ Hand Wraps,Giraffe,Restricted,Operation Broken Fang Case,★ Hand Wraps | Giraffe,steam,,current,-1
★ Hand Wraps | Desert Shamagh,★ Hand Wraps,Desert Shamagh,Restricted,Operation Broken Fang Case,★ Hand Wraps | Desert Shamagh,steam,,current,-1
★ Moto Gloves | Smoke Out,★ Moto Gloves,Smoke Out,Restricted,Operation Broken Fang Case,★ Moto Gloves | Smoke Out,steam,,current,-1
★ Moto Gloves | Blood Pressure,★ Moto Gloves,Blood Pressure,Restricted,Operation Broken Fang Case,★ Moto Gloves | Blood Pressure (Field-Tested),steam,1753.42,single,200
★ Moto Gloves | Finish Line,★ Moto Gloves,Finish Line,Restricted,Operation Broken Fang Case,★ Moto Gloves | Finish Line (Minimal Wear),steam,2830.42,single,200
★ Moto Gloves | 3rd Commando Company,★ Moto Gloves,3rd Commando Company,Restricted,Operation Broken Fang Case,★ Moto Gloves | 3rd Commando Company (Factory New),steam,3916.03,single,200
★ Specialist Gloves | Marble Fade,★ Specialist Gloves,Marble Fade,Restricted,Operation Broken Fang Case,★ Specialist Gloves | Marble Fade (Factory New),BUFF,18000.0,single,200
★ Specialist Gloves | Field Agent,★ Specialist Gloves,Field Agent,Restricted,Operation Broken Fang Case,★ Specialist Gloves | Field Agent (Factory New),BUFF,9888.0,single,200
★ Specialist Gloves | Tiger Strike,★ Specialist Gloves,Tiger Strike,Restricted,Operation Broken Fang Case,★ Specialist Gloves | Tiger Strike (Minimal Wear),steam,6536.77,single,200
★ Specialist Gloves | Lt. Commander,★ Specialist Gloves,Lt. Commander,Restricted,Operation Broken Fang Case,★ Specialist Gloves | Lt. Commander (Factory New),steam,10145.28,single,200
★ Sport Gloves | Slingshot,★ Sport Gloves,Slingshot,Restricted,Operation Broken Fang Case,★ Sport Gloves | Slingshot (Factory New),BUFF,33887.0,single,200
★ Sport Gloves | Nocts,★ Sport Gloves,Nocts,Restricted,Operation Broken Fang Case,★ Sport Gloves | Nocts (Factory New),YOUPIN,29999.5,single,200
★ Sport Gloves | Scarlet Shamagh,★ Sport Gloves,Scarlet Shamagh,Restricted,Operation Broken Fang Case,★ Sport Gloves | Scarlet Shamagh (Minimal Wear),steam,6810.18,single,200
★ Sport Gloves | Big Game,★ Sport Gloves,Big Game,Restricted,Operation Broken Fang Case,★ Sport Gloves | Big Game (Minimal Wear),steam,4504.16,single,200
USP-S | Blueprint,USP-S,Blueprint,Covert,Operation Hydra Case,USP-S | Blueprint (Factory New),steam,405.7,single,200
FAMAS | Macabre,FAMAS,Macabre,Covert,Operation Hydra Case,FAMAS | Macabre (Factory New),steam,68.99,single,200
M4A1-S | Briefing,M4A1-S,Briefing,Covert,Operation Hydra Case,M4A1-S | Briefing (Factory New),steam,301.89,single,200
MAC-10 | Aloha,MAC-10,Aloha,Covert,Operation Hydra Case,MAC-10 | Aloha (Factory New),steam,74.26,single,200
MAG-7 | Hard Water,MAG-7,Hard Water,Covert,Operation Hydra Case,MAG-7 | Hard Water (Factory New),steam,57.46,single,200
Tec-9 | Cut Out,Tec-9,Cut Out,Covert,Operation Hydra Case,Tec-9 | Cut Out (Factory New),steam,120.97,single,200
UMP-45 | Metal Flowers,UMP-45,Metal Flowers,Covert,Operation Hydra Case,UMP-45 | Metal Flowers (Factory New),steam,69.27,single,200
AK-47 | Orbit Mk01,AK-47,Orbit Mk01,Classified,Operation Hydra Case,AK-47 | Orbit Mk01 (Factory New),steam,861.61,single,200
P2000 | Woodsman,P2000,Woodsman,Classified,Operation Hydra Case,P2000 | Woodsman (Factory New),steam,473.77,single,200
P250 | Red Rock,P250,Red Rock,Classified,Operation Hydra Case,P250 | Red Rock (Factory New),steam,409.41,single,200
P90 | Death Grip,P90,Death Grip,Classified,Operation Hydra Case,P90 | Death Grip (Factory New),steam,426.64,single,200
SSG 08 | Death's Head,SSG 08,Death's Head,Classified,Operation Hydra Case,SSG 08 | Death's Head (Factory New),steam,397.52,single,200
Dual Berettas | Cobra Strike,Dual Berettas,Cobra Strike,Gold,Operation Hydra Case,Dual Berettas | Cobra Strike (Factory New),steam,886.39,single,200
Galil AR | Sugar Rush,Galil AR,Sugar Rush,Gold,Operation Hydra Case,Galil AR | Sugar Rush (Factory New),steam,2319.9,single,200
M4A4 | Hellfire,M4A4,Hellfire,Gold,Operation Hydra Case,M4A4 | Hellfire (Factory New),steam,7120.2,single,200
Five-SeveN | Hyper Beast,Five-SeveN,Hyper Beast,Restricted,Operation Hydra Case,Five-SeveN | Hyper Beast (Factory New),steam,6265.77,single,200
AWP | Oni Taiji,AWP,Oni Taiji,Restricted,Operation Hydra Case,AWP | Oni Taiji (Factory New),steam,10644.69,single,200
★ Bloodhound Gloves | Snakebite,★ Bloodhound Gloves,Snakebite,Restricted,Operation Hydra Case,★ Bloodhound Gloves | Snakebite (Factory New),steam,5773.27,single,200
★ Bloodhound Gloves | Bronzed,★ Bloodhound Gloves,Bronzed,Restricted,Operation Hydra Case,★ Bloodhound Gloves | Bronzed (Factory New),steam,12266.46,single,200
★ Bloodhound Gloves | Guerrilla,★ Bloodhound Gloves,Guerrilla,Restricted,Operation Hydra Case,★ Bloodhound Gloves | Guerrilla (Minimal Wear),steam,2945.69,single,200
★ Bloodhound Gloves | Charred,★ Bloodhound Gloves,Charred,Restricted,Operation Hydra Case,★ Bloodhound Gloves | Charred (Minimal Wear),steam,2947.76,single,200
★ Driver Gloves | Crimson Weave,★ Driver Gloves,Crimson Weave,Restricted,Operation Hydra Case,★ Driver Gloves | Crimson Weave (Factory New),BUFF,19000.0,single,200
★ Driver Gloves | Lunar Weave,★ Driver Gloves,Lunar Weave,Restricted,Operation Hydra Case,★ Driver Gloves | Lunar Weave (Minimal Wear),steam,8032.36,single,200
★ Driver Gloves | Diamondback,★ Driver Gloves,Diamondback,Restricted,Operation Hydra Case,★ Driver Gloves | Diamondback (Minimal Wear),steam,8544.24,single,200
★ Driver Gloves | Convoy,★ Driver Gloves,Convoy,Restricted,Operation Hydra Case,★ Driver Gloves | Convoy (Minimal Wear),steam,4692.21,single,200
★ Hand Wraps | Slaughter,★ Hand Wraps,Slaughter,Restricted,Operation Hydra Case,★ Hand Wraps | Slaughter (Factory New),YOUPIN,14400.0,single,200
★ Hand Wraps | Badlands,★ Hand Wraps,Badlands,Restricted,Operation Hydra Case,★ Hand Wraps | Badlands (Minimal Wear),steam,8032.36,single,200
★ Hand Wraps | Spruce DDPAT,★ Hand Wraps,Spruce DDPAT,Restricted,Operation Hydra Case,★ Hand Wraps | Spruce DDPAT (Minimal Wear),steam,8132.83,single,200
★ Hand Wraps | Leather,★ Hand Wraps,Leather,Restricted,Operation Hydra Case,★ Hand Wraps | Leather (Minimal Wear),steam,12060.26,single,200
★ Moto Gloves | Spearmint,★ Moto Gloves,Spearmint,Restricted,Operation Hydra Case,★ Moto Gloves | Spearmint (Factory New),BUFF,96999.0,single,200
★ Moto Gloves | Cool Mint,★ Moto Gloves,Cool Mint,Restricted,Operation Hydra Case,★ Moto Gloves | Cool Mint (Factory New),YOUPIN,29500.0,single,200
★ Moto Gloves | Boom!,★ Moto Gloves,Boom!,Restricted,Operation Hydra Case,★ Moto Gloves | Boom! (Minimal Wear),steam,6906.52,single,200
★ Moto Gloves | Eclipse,★ Moto Gloves,Eclipse,Restricted,Operation Hydra Case,★ Moto Gloves | Eclipse (Minimal Wear),steam,6450.9,single,200
★ Specialist Gloves | Crimson Kimono,★ Specialist Gloves,Crimson Kimono,Restricted,Operation Hydra Case,★ Specialist Gloves | Crimson Kimono (Factory New),YOUPIN,148000.0,single,200
★ Specialist Gloves | Emerald Web,★ Specialist Gloves,Emerald Web,Restricted,Operation Hydra Case,★ Specialist Gloves | Emerald Web (Factory New),BUFF,90000.0,single,200
★ Specialist Gloves | Foundation,★ Specialist Gloves,Foundation,Restricted,Operation Hydra Case,★ Specialist Gloves | Foundation,steam,,current,-1
★ Specialist Gloves | Forest DDPAT,★ Specialist Gloves,Forest DDPAT,Restricted,Operation Hydra Case,★ Specialist Gloves | Forest DDPAT,steam,,current,-1
★ Sport Gloves | Superconductor,★ Sport Gloves,Superconductor,Restricted,Operation Hydra Case,★ Sport Gloves | Superconductor,steam,,current,-1
★ Sport Gloves | Hedge Maze,★ Sport Gloves,Hedge Maze,Restricted,Operation Hydra Case,★ Sport Gloves | Hedge Maze,steam,,current,-1
★ Sport Gloves | Pandora's Box,★ Sport Gloves,Pandora's Box,Restricted,Operation Hydra Case,★ Sport Gloves | Pandora's Box,steam,,current,-1
★ Sport Gloves | Arid,★ Sport Gloves,Arid,Restricted,Operation Hydra Case,★ Sport Gloves | Arid,steam,,current,-1
UMP-45 | Corporal,UMP-45,Corporal,Covert,Operation Phoenix Weapon Case,UMP-45 | Corporal,steam,,current,-1
Negev | Terrain,Negev,Terrain,Covert,Operation Phoenix Weapon Case,Negev | Terrain,steam,,current,-1
Tec-9 | Sandstorm,Tec-9,Sandstorm,Covert,Operation Phoenix Weapon Case,Tec-9 | Sandstorm,steam,,current,-1
MAG-7 | Heaven Guard,MAG-7,Heaven Guard,Covert,Operation Phoenix Weapon Case,MAG-7 | Heaven Guard,steam,,current,-1
MAC-10 | Heat,MAC-10,Heat,Classified,Operation Phoenix Weapon Case,MAC-10 | Heat,steam,,current,-1
SG 553 | Pulse,SG 553,Pulse,Classified,Operation Phoenix Weapon Case,SG 553 | Pulse,steam,,current,-1
FAMAS | Sergeant,FAMAS,Sergeant,Classified,Operation Phoenix Weapon Case,FAMAS | Sergeant,steam,,current,-1
USP-S | Guardian,USP-S,Guardian,Classified,Operation Phoenix Weapon Case,USP-S | Guardian (Battle-Scarred),steam,,current,-1
AK-47 | Redline,AK-47,Redline,Gold,Operation Phoenix Weapon Case,AK-47 | Redline (Minimal Wear),steam,2951.46,single,200
P90 | Trigon,P90,Trigon,Gold,Operation Phoenix Weapon Case,P90 | Trigon (Minimal Wear),steam,149.09,single,200
Nova | Antique,Nova,Antique,Gold,Operation Phoenix Weapon Case,Nova | Antique (Factory New),steam,154.29,single,200
AWP | Asiimov,AWP,Asiimov,Restricted,Operation Phoenix Weapon Case,AWP | Asiimov (Field-Tested),steam,1353.9,single,200
AUG | Chameleon,AUG,Chameleon,Restricted,Operation Phoenix Weapon Case,AUG | Chameleon (Factory New),steam,885.46,single,200
★ Bayonet,,,Restricted,Operation Phoenix Weapon Case,,steam,,current,
★ Bayonet | Blue Steel,★ Bayonet,Blue Steel,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Blue Steel (Minimal Wear),steam,3561.88,single,200
★ Bayonet | Boreal Forest,★ Bayonet,Boreal Forest,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Boreal Forest (Factory New),steam,4680.03,single,200
★ Bayonet | Case Hardened,★ Bayonet,Case Hardened,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Case Hardened (Factory New),steam,6263.28,single,200
★ Bayonet | Crimson Web,★ Bayonet,Crimson Web,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Crimson Web (Factory New),YOUPIN,16197.5,single,200
★ Bayonet | Fade,★ Bayonet,Fade,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Fade (Factory New),steam,4717.77,single,200
★ Bayonet | Forest DDPAT,★ Bayonet,Forest DDPAT,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Forest DDPAT (Minimal Wear),steam,2091.77,single,200
★ Bayonet | Night,★ Bayonet,Night,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Night (Minimal Wear),steam,2363.97,single,200
★ Bayonet | Safari Mesh,★ Bayonet,Safari Mesh,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Safari Mesh (Minimal Wear),steam,1602.04,single,200
★ Bayonet | Scorched,★ Bayonet,Scorched,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Scorched (Minimal Wear),steam,2040.0,single,200
★ Bayonet | Slaughter,★ Bayonet,Slaughter,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Slaughter (Factory New),steam,5020.23,single,200
★ Bayonet | Stained,★ Bayonet,Stained,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Stained (Factory New),steam,3424.74,single,200
★ Bayonet | Urban Masked,★ Bayonet,Urban Masked,Restricted,Operation Phoenix Weapon Case,★ Bayonet | Urban Masked (Minimal Wear),steam,2071.97,single,200
★ Flip Knife,,,Restricted,Operation Phoenix Weapon Case,,steam,,current,
★ Flip Knife | Blue Steel,★ Flip Knife,Blue Steel,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Blue Steel (Minimal Wear),steam,2217.51,single,200
★ Flip Knife | Boreal Forest,★ Flip Knife,Boreal Forest,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Boreal Forest (Factory New),steam,2605.99,single,200
★ Flip Knife | Case Hardened,★ Flip Knife,Case Hardened,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Case Hardened (Factory New),steam,3108.6,single,200
★ Flip Knife | Crimson Web,★ Flip Knife,Crimson Web,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Crimson Web (Factory New),BUFF,9666.0,single,200
★ Flip Knife | Fade,★ Flip Knife,Fade,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Fade (Factory New),steam,4422.49,single,200
★ Flip Knife | Forest DDPAT,★ Flip Knife,Forest DDPAT,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Forest DDPAT (Factory New),steam,2016.51,single,200
★ Flip Knife | Night,★ Flip Knife,Night,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Night (Minimal Wear),steam,1747.65,single,200
★ Flip Knife | Safari Mesh,★ Flip Knife,Safari Mesh,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Safari Mesh (Factory New),steam,3012.12,single,200
★ Flip Knife | Scorched,★ Flip Knife,Scorched,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Scorched (Factory New),steam,2865.88,single,200
★ Flip Knife | Slaughter,★ Flip Knife,Slaughter,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Slaughter (Factory New),steam,3405.16,single,200
★ Flip Knife | Stained,★ Flip Knife,Stained,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Stained (Factory New),steam,2161.9,single,200
★ Flip Knife | Urban Masked,★ Flip Knife,Urban Masked,Restricted,Operation Phoenix Weapon Case,★ Flip Knife | Urban Masked (Minimal Wear),steam,1394.84,single,200
★ Gut Knife,,,Restricted,Operation Phoenix Weapon Case,,steam,,current,
★ Gut Knife | Blue Steel,★ Gut Knife,Blue Steel,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Blue Steel (Factory New),steam,1563.45,single,200
★ Gut Knife | Boreal Forest,★ Gut Knife,Boreal Forest,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Boreal Forest (Factory New),steam,6564.04,single,200
★ Gut Knife | Case Hardened,★ Gut Knife,Case Hardened,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Case Hardened (Factory New),steam,2174.29,single,200
★ Gut Knife | Crimson Web,★ Gut Knife,Crimson Web,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Crimson Web (Factory New),steam,7862.4,single,200
★ Gut Knife | Fade,★ Gut Knife,Fade,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Fade (Factory New),steam,1872.61,single,200
★ Gut Knife | Forest DDPAT,★ Gut Knife,Forest DDPAT,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Forest DDPAT (Factory New),steam,1604.1,single,200
★ Gut Knife | Night,★ Gut Knife,Night,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Night (Minimal Wear),steam,1054.21,single,200
★ Gut Knife | Safari Mesh,★ Gut Knife,Safari Mesh,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Safari Mesh (Minimal Wear),steam,708.67,single,200
★ Gut Knife | Scorched,★ Gut Knife,Scorched,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Scorched (Factory New),steam,2773.31,single,200
★ Gut Knife | Slaughter,★ Gut Knife,Slaughter,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Slaughter (Factory New),steam,1637.64,single,200
★ Gut Knife | Stained,★ Gut Knife,Stained,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Stained (Factory New),steam,2092.19,single,200
★ Gut Knife | Urban Masked,★ Gut Knife,Urban Masked,Restricted,Operation Phoenix Weapon Case,★ Gut Knife | Urban Masked (Factory New),steam,1056.56,single,200
★ Karambit,,,Restricted,Operation Phoenix Weapon Case,,steam,,current,
★ Karambit | Blue Steel,★ Karambit,Blue Steel,Restricted,Operation Phoenix Weapon Case,★ Karambit | Blue Steel (Minimal Wear),steam,9538.5,single,200
★ Karambit | Boreal Forest,★ Karambit,Boreal Forest,Restricted,Operation Phoenix Weapon Case,★ Karambit | Boreal Forest (Factory New),steam,7119.48,single,200
★ Karambit | Case Hardened,★ Karambit,Case Hardened,Restricted,Operation Phoenix Weapon Case,★ Karambit | Case Hardened,steam,,current,-1
★ Karambit | Crimson Web,★ Karambit,Crimson Web,Restricted,Operation Phoenix Weapon Case,★ Karambit | Crimson Web,steam,,current,-1
★ Karambit | Fade,★ Karambit,Fade,Restricted,Operation Phoenix Weapon Case,★ Karambit | Fade,steam,,current,-1
★ Karambit | Forest DDPAT,★ Karambit,Forest DDPAT,Restricted,Operation Phoenix Weapon Case,★ Karambit | Forest DDPAT,steam,,current,-1
★ Karambit | Night,★ Karambit,Night,Restricted,Operation Phoenix Weapon Case,★ Karambit | Night,steam,,current,-1
★ Karambit | Safari Mesh,★ Karambit,Safari Mesh,Restricted,Operation Phoenix Weapon Case,★ Karambit | Safari Mesh,steam,,current,-1
★ Karambit | Scorched,★ Karambit,Scorched,Restricted,Operation Phoenix Weapon Case,★ Karambit | Scorched,steam,,current,-1
★ Karambit | Slaughter,★ Karambit,Slaughter,Restricted,Operation Phoenix Weapon Case,★ Karambit | Slaughter,steam,,current,-1
★ Karambit | Stained,★ Karambit,Stained,Restricted,Operation Phoenix Weapon Case,★ Karambit | Stained,steam,,current,-1
★ Karambit | Urban Masked,★ Karambit,Urban Masked,Restricted,Operation Phoenix Weapon Case,★ Karambit | Urban Masked,steam,,current,-1
★ M9 Bayonet,,,Restricted,Operation Phoenix Weapon Case,,steam,,current,
★ M9 Bayonet | Blue Steel,★ M9 Bayonet,Blue Steel,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Blue Steel,steam,,current,-1
★ M9 Bayonet | Boreal Forest,★ M9 Bayonet,Boreal Forest,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Boreal Forest,steam,,current,-1
★ M9 Bayonet | Case Hardened,★ M9 Bayonet,Case Hardened,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Case Hardened,steam,,current,-1
★ M9 Bayonet | Crimson Web,★ M9 Bayonet,Crimson Web,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Crimson Web (Well-Worn),steam,6459.65,single,200
★ M9 Bayonet | Fade,★ M9 Bayonet,Fade,Restricted,Operation Phoenix Weapon Case,,steam,,current,
★ M9 Bayonet | Forest DDPAT,★ M9 Bayonet,Forest DDPAT,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Forest DDPAT (Minimal Wear),steam,4058.51,single,200
★ M9 Bayonet | Night,★ M9 Bayonet,Night,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Night (Minimal Wear),steam,5696.16,single,200
★ M9 Bayonet | Safari Mesh,★ M9 Bayonet,Safari Mesh,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Safari Mesh (Minimal Wear),steam,4511.71,single,200
★ M9 Bayonet | Scorched,★ M9 Bayonet,Scorched,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Scorched (Minimal Wear),steam,4116.54,single,200
★ M9 Bayonet | Slaughter,★ M9 Bayonet,Slaughter,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Slaughter (Factory New),steam,11438.6,single,200
★ M9 Bayonet | Stained,★ M9 Bayonet,Stained,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Stained (Factory New),steam,6959.99,single,200
★ M9 Bayonet | Urban Masked,★ M9 Bayonet,Urban Masked,Restricted,Operation Phoenix Weapon Case,★ M9 Bayonet | Urban Masked (Minimal Wear),steam,4980.15,single,200
AUG | Plague,AUG,Plague,Covert,Operation Riptide Case,AUG | Plague (Factory New),steam,36.02,single,200
Dual Berettas | Tread,Dual Berettas,Tread,Covert,Operation Riptide Case,Dual Berettas | Tread (Factory New),steam,50.19,single,200
G3SG1 | Keeping Tabs,G3SG1,Keeping Tabs,Covert,Operation Riptide Case,G3SG1 | Keeping Tabs (Factory New),steam,40.3,single,200
MP7 | Guerrilla,MP7,Guerrilla,Covert,Operation Riptide Case,MP7 | Guerrilla (Factory New),steam,44.85,single,200
PP-Bizon | Lumen,PP-Bizon,Lumen,Covert,Operation Riptide Case,PP-Bizon | Lumen (Factory New),steam,34.39,single,200
USP-S | Black Lotus,USP-S,Black Lotus,Covert,Operation Riptide Case,USP-S | Black Lotus (Factory New),steam,192.95,single,200
XM1014 | Watchdog,XM1014,Watchdog,Covert,Operation Riptide Case,XM1014 | Watchdog (Factory New),steam,53.4,single,200
MAG-7 | BI83 Spectrum,MAG-7,BI83 Spectrum,Classified,Operation Riptide Case,MAG-7 | BI83 Spectrum (Factory New),steam,84.58,single,200
FAMAS | ZX Spectron,FAMAS,ZX Spectron,Classified,Operation Riptide Case,FAMAS | ZX Spectron (Factory New),steam,147.74,single,200
Five-SeveN | Boost Protocol,Five-SeveN,Boost Protocol,Classified,Operation Riptide Case,Five-SeveN | Boost Protocol (Factory New),steam,84.58,single,200
MP9 | Mount Fuji,MP9,Mount Fuji,Classified,Operation Riptide Case,MP9 | Mount Fuji (Factory New),steam,170.67,single,200
M4A4 | Spider Lily,M4A4,Spider Lily,Classified,Operation Riptide Case,M4A4 | Spider Lily (Factory New),steam,1214.84,single,200
