name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
Desert Eagle | Ocean Drive,Operation Riptide Case,Covert,418.98,WW,C5,,False,Gold,5.0,3660.3875000000003,战痕,732.0775000000001,418.98,313.0975000000001,0.7472850732731874
MP5-SD | Liquidation,Revolution Case,Mil-Spec,1.13,MW,C5,,False,Restricted,10.0,,战痕,,1.13,,
MP5-SD | Liquidation,Revolution Case,Mil-Spec,0.41,WW,C5,,False,Restricted,10.0,,战痕,,0.41,,
MP5-SD | Necro Jr.,Dreams & Nightmares Case,Mil-Spec,0.41,BS,YOUPIN,,False,Restricted,10.0,,战痕,,0.41,,
MP5-SD | Necro Jr.,Dreams & Nightmares Case,Mil-Spec,4.5,FN,BUFF,,False,Restricted,10.0,,战痕,,4.5,,
MP5-SD | Necro Jr.,Dreams & Nightmares Case,Mil-Spec,0.43,FT,C5,,False,Restricted,10.0,,战痕,,0.43,,
MP5-SD | Necro Jr.,Dreams & Nightmares Case,Mil-Spec,1.13,MW,C5,,False,Restricted,10.0,,战痕,,1.13,,
MP5-SD | Necro Jr.,Dreams & Nightmares Case,Mil-Spec,0.41,WW,C5,,False,Restricted,10.0,,战痕,,0.41,,
MP7 | Skulls,CSGO Weapon Case,Mil-Spec,103.4,FT,BUFF,,False,Restricted,10.0,,久经,,103.4,,
MP7 | Skulls,CSGO Weapon Case,Mil-Spec,113.52,MW,C5,,False,Restricted,10.0,,久经,,113.52,,
MP7 | Special Delivery,Shadow Case,Restricted,9.53,BS,C5,,False,Classified,10.0,,久经,,9.53,,
MP7 | Special Delivery,Shadow Case,Restricted,40.0,FN,BUFF,,False,Classified,10.0,,久经,,40.0,,
MP7 | Special Delivery,Shadow Case,Restricted,8.98,FT,BUFF,,False,Classified,10.0,,久经,,8.98,,
MP7 | Special Delivery,Shadow Case,Restricted,14.2,MW,BUFF,,False,Classified,10.0,,久经,,14.2,,
MP7 | Special Delivery,Shadow Case,Restricted,28.28,WW,STEAM,,False,Classified,10.0,,久经,,28.28,,
MP9 | Featherweight,Revolution Case,Mil-Spec,0.4,BS,YOUPIN,,False,Restricted,10.0,,战痕,,0.4,,
MP9 | Featherweight,Revolution Case,Mil-Spec,4.7,FN,BUFF,,False,Restricted,10.0,,战痕,,4.7,,
MP9 | Featherweight,Revolution Case,Mil-Spec,0.43,FT,HALOSKINS,,False,Restricted,10.0,,战痕,,0.43,,
MP9 | Featherweight,Revolution Case,Mil-Spec,1.13,MW,C5,,False,Restricted,10.0,,战痕,,1.13,,
MP9 | Featherweight,Revolution Case,Mil-Spec,0.41,WW,BUFF,,False,Restricted,10.0,,战痕,,0.41,,
MP9 | Food Chain,Snakebite Case,Classified,155.87,FN,BUFF,,False,Covert,10.0,,崭新,,155.87,,
Negev | Prototype,Prisma 2 Case,Mil-Spec,0.82,BS,YOUPIN,,False,Restricted,10.0,,破损,,0.82,,
Negev | Prototype,Prisma 2 Case,Mil-Spec,3.06,FN,C5,,False,Restricted,10.0,,破损,,3.06,,
Negev | Prototype,Prisma 2 Case,Mil-Spec,0.85,FT,BUFF,,False,Restricted,10.0,,破损,,0.85,,
Negev | Prototype,Prisma 2 Case,Mil-Spec,1.1,MW,YOUPIN,,False,Restricted,10.0,,破损,,1.1,,
Negev | Prototype,Prisma 2 Case,Mil-Spec,0.69,WW,BUFF,,False,Restricted,10.0,,破损,,0.69,,
Nova | Bloomstick,ESports 2014 Summer Case,Classified,87.82,BS,STEAM,,False,Covert,10.0,,破损,,87.82,,
Nova | Bloomstick,ESports 2014 Summer Case,Classified,598.0,FN,YOUPIN,,False,Covert,10.0,,破损,,598.0,,
Nova | Bloomstick,ESports 2014 Summer Case,Classified,83.79,FT,BUFF,,False,Covert,10.0,,破损,,83.79,,
Nova | Bloomstick,ESports 2014 Summer Case,Classified,241.6,MW,HALOSKINS,,False,Covert,10.0,,破损,,241.6,,
Nova | Bloomstick,ESports 2014 Summer Case,Classified,69.7,WW,BUFF,,False,Covert,10.0,,破损,,69.7,,
Nova | Gila,Glove Case,Restricted,60.0,FN,BUFF,,False,Classified,10.0,,久经,,60.0,,
Nova | Gila,Glove Case,Restricted,31.78,FT,BUFF,,False,Classified,10.0,,久经,,31.78,,
Nova | Gila,Glove Case,Restricted,36.79,MW,BUFF,,False,Classified,10.0,,久经,,36.79,,
Nova | Plume,Shattered Web Case,Mil-Spec,4.29,BS,BUFF,,False,Restricted,10.0,,破损,,4.29,,
Nova | Plume,Shattered Web Case,Mil-Spec,17.99,FN,YOUPIN,,False,Restricted,10.0,,破损,,17.99,,
Nova | Plume,Shattered Web Case,Mil-Spec,4.47,FT,C5,,False,Restricted,10.0,,破损,,4.47,,
Nova | Plume,Shattered Web Case,Mil-Spec,7.12,MW,C5,,False,Restricted,10.0,,破损,,7.12,,
Nova | Plume,Shattered Web Case,Mil-Spec,3.99,WW,YOUPIN,,False,Restricted,10.0,,破损,,3.99,,
P250 | Cartel,Operation Vanguard Weapon Case,Classified,182.5,FN,BUFF,,False,Covert,10.0,,久经,,182.5,,
P250 | Cartel,Operation Vanguard Weapon Case,Classified,57.65,FT,BUFF,,False,Covert,10.0,,久经,,57.65,,
P250 | Cartel,Operation Vanguard Weapon Case,Classified,79.75,MW,BUFF,,False,Covert,10.0,,久经,,79.75,,
P250 | Re.built,Revolution Case,Mil-Spec,0.4,BS,BUFF,,False,Restricted,10.0,,战痕,,0.4,,
P250 | Re.built,Revolution Case,Mil-Spec,4.26,FN,YOUPIN,,False,Restricted,10.0,,战痕,,4.26,,
P250 | Re.built,Revolution Case,Mil-Spec,0.46,FT,YOUPIN,,False,Restricted,10.0,,战痕,,0.46,,
P250 | Re.built,Revolution Case,Mil-Spec,1.17,MW,C5,,False,Restricted,10.0,,战痕,,1.17,,
P250 | Re.built,Revolution Case,Mil-Spec,0.4,WW,BUFF,,False,Restricted,10.0,,战痕,,0.4,,
P250 | Wingshot,Shadow Case,Restricted,60.89,FN,BUFF,,False,Classified,10.0,,破损,,60.89,,
P250 | Wingshot,Shadow Case,Restricted,10.52,FT,HALOSKINS,,False,Classified,10.0,,破损,,10.52,,
P250 | Wingshot,Shadow Case,Restricted,21.85,MW,BUFF,,False,Classified,10.0,,破损,,21.85,,
P250 | Wingshot,Shadow Case,Restricted,9.39,WW,C5,,False,Classified,10.0,,破损,,9.39,,
P90 | Grim,Gamma 2 Case,Mil-Spec,4.9,FN,BUFF,,False,Restricted,10.0,,久经,,4.9,,
P90 | Grim,Gamma 2 Case,Mil-Spec,1.33,FT,BUFF,,False,Restricted,10.0,,久经,,1.33,,
P90 | Grim,Gamma 2 Case,Mil-Spec,1.56,MW,YOUPIN,,False,Restricted,10.0,,久经,,1.56,,
PP-Bizon | Night Riot,Clutch Case,Mil-Spec,0.52,BS,BUFF,,False,Restricted,10.0,,战痕,,0.52,,
PP-Bizon | Night Riot,Clutch Case,Mil-Spec,2.69,FN,BUFF,,False,Restricted,10.0,,战痕,,2.69,,
PP-Bizon | Night Riot,Clutch Case,Mil-Spec,0.58,FT,BUFF,,False,Restricted,10.0,,战痕,,0.58,,
PP-Bizon | Night Riot,Clutch Case,Mil-Spec,1.14,MW,YOUPIN,,False,Restricted,10.0,,战痕,,1.14,,
PP-Bizon | Night Riot,Clutch Case,Mil-Spec,0.54,WW,BUFF,,False,Restricted,10.0,,战痕,,0.54,,
PP-Bizon | Osiris,Operation Breakout Weapon Case,Restricted,23.0,FN,BUFF,,False,Classified,10.0,,略磨,,23.0,,
PP-Bizon | Osiris,Operation Breakout Weapon Case,Restricted,14.78,FT,BUFF,,False,Classified,10.0,,略磨,,14.78,,
PP-Bizon | Osiris,Operation Breakout Weapon Case,Restricted,14.0,MW,BUFF,,False,Classified,10.0,,略磨,,14.0,,
PP-Bizon | Osiris,Operation Breakout Weapon Case,Restricted,14.99,WW,BUFF,,False,Classified,10.0,,略磨,,14.99,,
R8 Revolver | Bone Forged,Prisma 2 Case,Mil-Spec,1.0,BS,BUFF,,False,Restricted,10.0,,破损,,1.0,,
R8 Revolver | Bone Forged,Prisma 2 Case,Mil-Spec,2.87,FN,C5,,False,Restricted,10.0,,破损,,2.87,,
R8 Revolver | Bone Forged,Prisma 2 Case,Mil-Spec,0.98,FT,BUFF,,False,Restricted,10.0,,破损,,0.98,,
R8 Revolver | Bone Forged,Prisma 2 Case,Mil-Spec,1.15,MW,C5,,False,Restricted,10.0,,破损,,1.15,,
R8 Revolver | Bone Forged,Prisma 2 Case,Mil-Spec,0.74,WW,BUFF,,False,Restricted,10.0,,破损,,0.74,,
R8 Revolver | Memento,Shattered Web Case,Mil-Spec,3.58,BS,BUFF,,False,Restricted,10.0,,战痕,,3.58,,
R8 Revolver | Memento,Shattered Web Case,Mil-Spec,19.7,FN,YOUPIN,,False,Restricted,10.0,,战痕,,19.7,,
R8 Revolver | Memento,Shattered Web Case,Mil-Spec,4.5,FT,BUFF,,False,Restricted,10.0,,战痕,,4.5,,
R8 Revolver | Memento,Shattered Web Case,Mil-Spec,7.81,MW,BUFF,,False,Restricted,10.0,,战痕,,7.81,,
R8 Revolver | Memento,Shattered Web Case,Mil-Spec,5.91,WW,BUFF,,False,Restricted,10.0,,战痕,,5.91,,
R8 Revolver | Skull Crusher,Prisma Case,Classified,31.9,BS,BUFF,,False,Covert,10.0,,战痕,,31.9,,
R8 Revolver | Skull Crusher,Prisma Case,Classified,54.34,FT,C5,,False,Covert,10.0,,战痕,,54.34,,
R8 Revolver | Skull Crusher,Prisma Case,Classified,32.25,WW,YOUPIN,,False,Covert,10.0,,战痕,,32.25,,
SCAR-20 | Assault,CS20 Case,Mil-Spec,1.4,BS,BUFF,,False,Restricted,10.0,,破损,,1.4,,
SCAR-20 | Assault,CS20 Case,Mil-Spec,2.99,FN,YOUPIN,,False,Restricted,10.0,,破损,,2.99,,
SCAR-20 | Assault,CS20 Case,Mil-Spec,1.9,FT,BUFF,,False,Restricted,10.0,,破损,,1.9,,
SCAR-20 | Assault,CS20 Case,Mil-Spec,1.69,MW,C5,,False,Restricted,10.0,,破损,,1.69,,
SCAR-20 | Assault,CS20 Case,Mil-Spec,1.27,WW,C5,,False,Restricted,10.0,,破损,,1.27,,
SCAR-20 | Fragments,Revolution Case,Mil-Spec,0.41,BS,BUFF,,False,Restricted,10.0,,战痕,,0.41,,
SCAR-20 | Fragments,Revolution Case,Mil-Spec,2.49,FN,BUFF,,False,Restricted,10.0,,战痕,,2.49,,
SCAR-20 | Fragments,Revolution Case,Mil-Spec,0.43,FT,C5,,False,Restricted,10.0,,战痕,,0.43,,
SCAR-20 | Fragments,Revolution Case,Mil-Spec,1.1,MW,C5,,False,Restricted,10.0,,战痕,,1.1,,
SCAR-20 | Fragments,Revolution Case,Mil-Spec,0.41,WW,C5,,False,Restricted,10.0,,战痕,,0.41,,
SCAR-20 | Torn,Shattered Web Case,Mil-Spec,11.78,FN,C5,,False,Restricted,10.0,,破损,,11.78,,
SCAR-20 | Torn,Shattered Web Case,Mil-Spec,4.76,FT,BUFF,,False,Restricted,10.0,,破损,,4.76,,
SCAR-20 | Torn,Shattered Web Case,Mil-Spec,6.35,MW,BUFF,,False,Restricted,10.0,,破损,,6.35,,
SCAR-20 | Torn,Shattered Web Case,Mil-Spec,4.63,WW,BUFF,,False,Restricted,10.0,,破损,,4.63,,
SG 553 | Aloha,Clutch Case,Mil-Spec,0.51,BS,BUFF,,False,Restricted,10.0,,破损,,0.51,,
SG 553 | Aloha,Clutch Case,Mil-Spec,2.35,FN,YOUPIN,,False,Restricted,10.0,,破损,,2.35,,
SG 553 | Aloha,Clutch Case,Mil-Spec,0.73,FT,YOUPIN,,False,Restricted,10.0,,破损,,0.73,,
SG 553 | Aloha,Clutch Case,Mil-Spec,0.99,MW,BUFF,,False,Restricted,10.0,,破损,,0.99,,
SG 553 | Aloha,Clutch Case,Mil-Spec,0.5,WW,BUFF,,False,Restricted,10.0,,破损,,0.5,,
SG 553 | Ultraviolet,CSGO Weapon Case,Mil-Spec,108.98,BS,YOUPIN,,False,Restricted,10.0,,久经,,108.98,,
SG 553 | Ultraviolet,CSGO Weapon Case,Mil-Spec,299.9,FN,BUFF,,False,Restricted,10.0,,久经,,299.9,,
SG 553 | Ultraviolet,CSGO Weapon Case,Mil-Spec,103.98,FT,BUFF,,False,Restricted,10.0,,久经,,103.98,,
SG 553 | Ultraviolet,CSGO Weapon Case,Mil-Spec,109.0,MW,YOUPIN,,False,Restricted,10.0,,久经,,109.0,,
SG 553 | Ultraviolet,CSGO Weapon Case,Mil-Spec,139.0,WW,BUFF,,False,Restricted,10.0,,久经,,139.0,,
Tec-9 | Flash Out,CS20 Case,Mil-Spec,1.16,BS,YOUPIN,,False,Restricted,10.0,,战痕,,1.16,,
Tec-9 | Flash Out,CS20 Case,Mil-Spec,4.02,FN,C5,,False,Restricted,10.0,,战痕,,4.02,,
Tec-9 | Flash Out,CS20 Case,Mil-Spec,1.64,FT,BUFF,,False,Restricted,10.0,,战痕,,1.64,,
Tec-9 | Flash Out,CS20 Case,Mil-Spec,2.01,MW,C5,,False,Restricted,10.0,,战痕,,2.01,,
Tec-9 | Flash Out,CS20 Case,Mil-Spec,1.39,WW,BUFF,,False,Restricted,10.0,,战痕,,1.39,,
Tec-9 | Titanium Bit,CSGO Weapon Case 3,Restricted,52.57,FN,C5,,False,Classified,10.0,,久经,,52.57,,
Tec-9 | Titanium Bit,CSGO Weapon Case 3,Restricted,42.0,FT,YOUPIN,,False,Classified,10.0,,久经,,42.0,,
Tec-9 | Titanium Bit,CSGO Weapon Case 3,Restricted,44.0,MW,BUFF,,False,Classified,10.0,,久经,,44.0,,
UMP-45 | Briefing,Gamma 2 Case,Mil-Spec,0.86,BS,BUFF,,False,Restricted,10.0,,战痕,,0.86,,
UMP-45 | Briefing,Gamma 2 Case,Mil-Spec,5.79,FN,BUFF,,False,Restricted,10.0,,战痕,,5.79,,
UMP-45 | Briefing,Gamma 2 Case,Mil-Spec,1.1,FT,C5,,False,Restricted,10.0,,战痕,,1.1,,
UMP-45 | Briefing,Gamma 2 Case,Mil-Spec,1.6,MW,C5,,False,Restricted,10.0,,战痕,,1.6,,
UMP-45 | Briefing,Gamma 2 Case,Mil-Spec,0.98,WW,C5,,False,Restricted,10.0,,战痕,,0.98,,
UMP-45 | Grand Prix,Chroma 2 Case,Restricted,8.76,FT,YOUPIN,,False,Classified,10.0,,久经,,8.76,,
USP-S | Cyrex,Glove Case,Restricted,29.4,BS,BUFF,,False,Classified,10.0,,战痕,,29.4,,
USP-S | Cyrex,Glove Case,Restricted,67.0,FN,YOUPIN,,False,Classified,10.0,,战痕,,67.0,,
USP-S | Cyrex,Glove Case,Restricted,30.69,FT,C5,,False,Classified,10.0,,战痕,,30.69,,
USP-S | Cyrex,Glove Case,Restricted,37.0,MW,BUFF,,False,Classified,10.0,,战痕,,37.0,,
USP-S | Cyrex,Glove Case,Restricted,29.9,WW,BUFF,,False,Classified,10.0,,战痕,,29.9,,
XM1014 | Oxide Blaze,Clutch Case,Mil-Spec,0.52,BS,BUFF,,False,Restricted,10.0,,久经,,0.52,,
XM1014 | Oxide Blaze,Clutch Case,Mil-Spec,2.5,FN,BUFF,,False,Restricted,10.0,,久经,,2.5,,
XM1014 | Oxide Blaze,Clutch Case,Mil-Spec,0.5,FT,BUFF,,False,Restricted,10.0,,久经,,0.5,,
XM1014 | Oxide Blaze,Clutch Case,Mil-Spec,1.16,MW,YOUPIN,,False,Restricted,10.0,,久经,,1.16,,
XM1014 | Oxide Blaze,Clutch Case,Mil-Spec,0.51,WW,BUFF,,False,Restricted,10.0,,久经,,0.51,,
XM1014 | Slipstream,Gamma 2 Case,Mil-Spec,1.03,BS,YOUPIN,,False,Restricted,10.0,,破损,,1.03,,
XM1014 | Slipstream,Gamma 2 Case,Mil-Spec,3.88,FN,BUFF,,False,Restricted,10.0,,破损,,3.88,,
XM1014 | Slipstream,Gamma 2 Case,Mil-Spec,1.07,FT,C5,,False,Restricted,10.0,,破损,,1.07,,
XM1014 | Slipstream,Gamma 2 Case,Mil-Spec,1.5,MW,BUFF,,False,Restricted,10.0,,破损,,1.5,,
XM1014 | Slipstream,Gamma 2 Case,Mil-Spec,0.91,WW,BUFF,,False,Restricted,10.0,,破损,,0.91,,
★ Bayonet | Blue Steel,CSGO Weapon Case 2,Gold,1399.5,BS,BUFF,,False,,,,,,1399.5,,
★ Bayonet | Blue Steel,CSGO Weapon Case 2,Gold,3200.0,FN,YOUPIN,,False,,,,,,3200.0,,
★ Bayonet | Blue Steel,CSGO Weapon Case 2,Gold,1558.48,FT,YOUPIN,,False,,,,,,1558.48,,
★ Bayonet | Blue Steel,CSGO Weapon Case 2,Gold,1970.0,MW,YOUPIN,,False,,,,,,1970.0,,
★ Bayonet | Blue Steel,CSGO Weapon Case 2,Gold,1459.5,WW,YOUPIN,,False,,,,,,1459.5,,
★ Bayonet | Boreal Forest,CSGO Weapon Case 2,Gold,830.0,BS,YOUPIN,,False,,,,,,830.0,,
★ Bayonet | Boreal Forest,CSGO Weapon Case 2,Gold,4396.14,FN,STEAM,,False,,,,,,4396.14,,
★ Bayonet | Boreal Forest,CSGO Weapon Case 2,Gold,828.5,FT,YOUPIN,,False,,,,,,828.5,,
★ Bayonet | Boreal Forest,CSGO Weapon Case 2,Gold,1130.0,MW,BUFF,,False,,,,,,1130.0,,
★ Bayonet | Boreal Forest,CSGO Weapon Case 2,Gold,819.0,WW,BUFF,,False,,,,,,819.0,,
★ Bayonet | Case Hardened,CSGO Weapon Case 2,Gold,1550.0,BS,BUFF,,False,,,,,,1550.0,,
★ Bayonet | Case Hardened,CSGO Weapon Case 2,Gold,4888.88,FN,BUFF,,False,,,,,,4888.88,,
★ Bayonet | Case Hardened,Winter Offensive Weapon Case,Gold,1680.0,FT,YOUPIN,,False,,,,,,1680.0,,
★ Bayonet | Case Hardened,CSGO Weapon Case 2,Gold,2100.0,MW,BUFF,,False,,,,,,2100.0,,
★ Bayonet | Case Hardened,CSGO Weapon Case 2,Gold,1756.0,WW,YOUPIN,,False,,,,,,1756.0,,
★ Bayonet | Crimson Web,CSGO Weapon Case 2,Gold,1340.0,BS,BUFF,,False,,,,,,1340.0,,
★ Bayonet | Crimson Web,CSGO Weapon Case 2,Gold,15000.0,FN,YOUPIN,,False,,,,,,15000.0,,
★ Bayonet | Crimson Web,CSGO Weapon Case 2,Gold,1369.5,FT,BUFF,,False,,,,,,1369.5,,
★ Bayonet | Crimson Web,CSGO Weapon Case 2,Gold,2448.0,MW,YOUPIN,,False,,,,,,2448.0,,
★ Bayonet | Crimson Web,CSGO Weapon Case 2,Gold,1388.0,WW,YOUPIN,,False,,,,,,1388.0,,
★ Bayonet | Damascus Steel,Chroma 2 Case,Gold,1543.85,BS,C5,,False,,,,,,1543.85,,
★ Bayonet | Damascus Steel,Chroma 2 Case,Gold,1425.0,FN,YOUPIN,,False,,,,,,1425.0,,
★ Bayonet | Damascus Steel,Chroma 2 Case,Gold,1169.19,FT,C5,,False,,,,,,1169.19,,
★ Bayonet | Damascus Steel,Chroma 2 Case,Gold,1259.0,MW,C5,,False,,,,,,1259.0,,
★ Bayonet | Damascus Steel,Chroma 2 Case,Gold,1499.9,WW,YOUPIN,,False,,,,,,1499.9,,
★ Bayonet | Doppler,Chroma 3 Case,Gold,2900.0,FN,YOUPIN,,False,,,,,,2900.0,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,3450.0,MW,BUFF,,False,,,,,,3450.0,,
★ Bayonet | Fade,CSGO Weapon Case 2,Gold,2849.5,FN,YOUPIN,,False,,,,,,2849.5,,
★ Bayonet | Fade,CSGO Weapon Case 2,Gold,3888.0,MW,BUFF,,False,,,,,,3888.0,,
★ Bayonet | Forest DDPAT,CSGO Weapon Case 2,Gold,860.0,BS,BUFF,,False,,,,,,860.0,,
★ Bayonet | Forest DDPAT,ESports 2014 Summer Case,Gold,2706.95,FN,STEAM,,False,,,,,,2706.95,,
★ Bayonet | Forest DDPAT,Operation Phoenix Weapon Case,Gold,823.0,FT,YOUPIN,,False,,,,,,823.0,,
★ Bayonet | Forest DDPAT,CSGO Weapon Case 2,Gold,1099.5,MW,YOUPIN,,False,,,,,,1099.5,,
★ Bayonet | Forest DDPAT,CSGO Weapon Case 2,Gold,829.5,WW,BUFF,,False,,,,,,829.5,,
★ Bayonet | Freehand,Gamma 2 Case,Gold,1388.5,FN,YOUPIN,,False,,,,,,1388.5,,
★ Bayonet | Freehand,Gamma 2 Case,Gold,1130.0,FT,BUFF,,False,,,,,,1130.0,,
★ Bayonet | Freehand,Gamma 2 Case,Gold,1228.49,MW,YOUPIN,,False,,,,,,1228.49,,
★ Bayonet | Gamma Doppler,Gamma 2 Case,Gold,4099.0,FN,YOUPIN,,False,,,,,,4099.0,,
★ Bayonet | Gamma Doppler,Gamma 2 Case,Gold,6500.0,MW,YOUPIN,,False,,,,,,6500.0,,
★ Bayonet | Marble Fade,Chroma 2 Case,Gold,2666.0,FN,BUFF,,False,,,,,,2666.0,,
★ Bayonet | Marble Fade,Chroma 2 Case,Gold,2988.0,MW,YOUPIN,,False,,,,,,2988.0,,
★ Bayonet | Night,CSGO Weapon Case 2,Gold,1000.0,BS,BUFF,,False,,,,,,1000.0,,
★ Bayonet | Night,CSGO Weapon Case 2,Gold,7000.0,FN,BUFF,,False,,,,,,7000.0,,
★ Bayonet | Night,CSGO Weapon Case 2,Gold,979.5,FT,BUFF,,False,,,,,,979.5,,
★ Bayonet | Night,CSGO Weapon Case 2,Gold,1347.0,MW,YOUPIN,,False,,,,,,1347.0,,
★ Bayonet | Night,CSGO Weapon Case 2,Gold,985.0,WW,YOUPIN,,False,,,,,,985.0,,
★ Bayonet | Rust Coat,Chroma 2 Case,Gold,918.1,BS,C5,,False,,,,,,918.1,,
★ Bayonet | Rust Coat,Chroma 2 Case,Gold,1099.0,WW,BUFF,,False,,,,,,1099.0,,
★ Bayonet | Safari Mesh,CSGO Weapon Case 3,Gold,820.0,BS,BUFF,,False,,,,,,820.0,,
★ Bayonet | Safari Mesh,ESports 2014 Summer Case,Gold,823.5,FT,BUFF,,False,,,,,,823.5,,
★ Bayonet | Safari Mesh,CSGO Weapon Case 3,Gold,866.5,MW,BUFF,,False,,,,,,866.5,,
★ Bayonet | Safari Mesh,CSGO Weapon Case 3,Gold,809.5,WW,BUFF,,False,,,,,,809.5,,
★ Bayonet | Scorched,CSGO Weapon Case 3,Gold,830.0,BS,BUFF,,False,,,,,,830.0,,
★ Bayonet | Scorched,Operation Phoenix Weapon Case,Gold,836.0,FT,YOUPIN,,False,,,,,,836.0,,
★ Bayonet | Scorched,CSGO Weapon Case 3,Gold,1080.0,MW,YOUPIN,,False,,,,,,1080.0,,
★ Bayonet | Scorched,CSGO Weapon Case 3,Gold,833.0,WW,BUFF,,False,,,,,,833.0,,
★ Bayonet | Slaughter,CSGO Weapon Case,Gold,2780.0,FN,YOUPIN,,False,,,,,,2780.0,,
★ Bayonet | Slaughter,CSGO Weapon Case,Gold,2250.0,FT,BUFF,,False,,,,,,2250.0,,
★ Bayonet | Slaughter,CSGO Weapon Case,Gold,2300.0,MW,YOUPIN,,False,,,,,,2300.0,,
★ Bayonet | Stained,CSGO Weapon Case,Gold,1230.0,BS,BUFF,,False,,,,,,1230.0,,
★ Bayonet | Stained,CSGO Weapon Case 3,Gold,1999.5,FN,YOUPIN,,False,,,,,,1999.5,,
★ Bayonet | Stained,CSGO Weapon Case,Gold,1079.32,FT,YOUPIN,,False,,,,,,1079.32,,
★ Bayonet | Stained,CSGO Weapon Case,Gold,1198.5,MW,YOUPIN,,False,,,,,,1198.5,,
★ Bayonet | Stained,CSGO Weapon Case,Gold,1190.0,WW,YOUPIN,,False,,,,,,1190.0,,
★ Bayonet | Tiger Tooth,Chroma 2 Case,Gold,2153.0,FN,YOUPIN,,False,,,,,,2153.0,,
★ Bayonet | Tiger Tooth,Chroma 2 Case,Gold,3665.0,MW,BUFF,,False,,,,,,3665.0,,
★ Bayonet | Ultraviolet,Chroma 2 Case,Gold,996.5,BS,BUFF,,False,,,,,,996.5,,
★ Bayonet | Ultraviolet,Chroma 2 Case,Gold,3500.0,FN,YOUPIN,,False,,,,,,3500.0,,
★ Bayonet | Ultraviolet,Chroma 2 Case,Gold,966.0,FT,YOUPIN,,False,,,,,,966.0,,
★ Bayonet | Ultraviolet,Chroma 2 Case,Gold,1483.39,MW,YOUPIN,,False,,,,,,1483.39,,
★ Bayonet | Ultraviolet,Chroma 2 Case,Gold,978.5,WW,BUFF,,False,,,,,,978.5,,
★ Bayonet | Urban Masked,CSGO Weapon Case,Gold,900.0,BS,BUFF,,False,,,,,,900.0,,
★ Bayonet | Urban Masked,ESports 2014 Summer Case,Gold,868.99,FT,YOUPIN,,False,,,,,,868.99,,
★ Bayonet | Urban Masked,CSGO Weapon Case,Gold,1165.5,MW,BUFF,,False,,,,,,1165.5,,
★ Bayonet | Urban Masked,CSGO Weapon Case,Gold,850.0,WW,YOUPIN,,False,,,,,,850.0,,
★ Bloodhound Gloves | Charred,Glove Case,Gold,800.0,BS,BUFF,,False,,,,,,800.0,,
★ Bloodhound Gloves | Charred,Glove Case,Gold,5660.0,FN,YOUPIN,,False,,,,,,5660.0,,
★ Bloodhound Gloves | Charred,Glove Case,Gold,1468.0,FT,YOUPIN,,False,,,,,,1468.0,,
★ Bloodhound Gloves | Charred,Glove Case,Gold,1930.0,MW,YOUPIN,,False,,,,,,1930.0,,
★ Bloodhound Gloves | Charred,Glove Case,Gold,888.0,WW,BUFF,,False,,,,,,888.0,,
★ Bowie Knife | Autotronic,Dreams & Nightmares Case,Gold,639.5,BS,YOUPIN,,False,,,,,,639.5,,
★ Bowie Knife | Autotronic,Dreams & Nightmares Case,Gold,1187.0,FN,BUFF,,False,,,,,,1187.0,,
★ Bowie Knife | Autotronic,Dreams & Nightmares Case,Gold,644.0,FT,YOUPIN,,False,,,,,,644.0,,
★ Bowie Knife | Autotronic,Dreams & Nightmares Case,Gold,780.0,MW,BUFF,,False,,,,,,780.0,,
★ Bowie Knife | Autotronic,Dreams & Nightmares Case,Gold,666.0,WW,BUFF,,False,,,,,,666.0,,
★ Bowie Knife | Black Laminate,Operation Riptide Case,Gold,429.0,BS,YOUPIN,,False,,,,,,429.0,,
★ Bowie Knife | Black Laminate,Dreams & Nightmares Case,Gold,744.0,FN,YOUPIN,,False,,,,,,744.0,,
★ Bowie Knife | Black Laminate,Dreams & Nightmares Case,Gold,430.0,FT,YOUPIN,,False,,,,,,430.0,,
★ Bowie Knife | Black Laminate,Dreams & Nightmares Case,Gold,477.5,MW,YOUPIN,,False,,,,,,477.5,,
★ Bowie Knife | Black Laminate,Dreams & Nightmares Case,Gold,433.0,WW,YOUPIN,,False,,,,,,433.0,,
★ Bowie Knife | Bright Water,Dreams & Nightmares Case,Gold,580.0,BS,BUFF,,False,,,,,,580.0,,
★ Bowie Knife | Bright Water,Dreams & Nightmares Case,Gold,527.5,FN,YOUPIN,,False,,,,,,527.5,,
★ Bowie Knife | Bright Water,Dreams & Nightmares Case,Gold,437.0,FT,YOUPIN,,False,,,,,,437.0,,
★ Bowie Knife | Bright Water,Dreams & Nightmares Case,Gold,449.5,MW,YOUPIN,,False,,,,,,449.5,,
★ Bowie Knife | Bright Water,Dreams & Nightmares Case,Gold,434.0,WW,YOUPIN,,False,,,,,,434.0,,
★ Bowie Knife | Damascus Steel,Spectrum 2 Case,Gold,788.0,FN,YOUPIN,,False,,,,,,788.0,,
★ Bowie Knife | Damascus Steel,Spectrum 2 Case,Gold,647.0,MW,YOUPIN,,False,,,,,,647.0,,
